date,AUD,ZAR,MYR,SGD,EUR,KRW,HRK,TRY,RUB,HKD,INR,CZK,LVL,LTL,SEK,IDR,JPY,GBP,MXN,DKK,HUF,RON,BGN,NZD,CAD,PLN,NOK,THB,PHP,ILS,CHF,CNY,BRL
2014-12-12,1.2093,11.628,3.4941,1.3098,0.80321,1102.2,6.1639,2.291,57.364,7.7524,62.464,22.161,,2.7733,7.5261,12513.0,118.4,0.63655,14.869,5.9735,248.14,3.5882,1.5709,1.2808,1.158,3.3522,7.3245,32.79,44.506,3.9011,0.96466,6.1887,2.6563
2014-12-19,1.2226,11.603,3.4749,1.315,0.8144,1099.4,6.2432,2.3253,59.795,7.7558,63.305,22.507,,2.812,7.7062,12424.0,119.24,0.63906,14.528,6.0584,257.72,3.6435,1.5928,1.2859,1.1596,3.4806,7.3414,32.87,44.741,3.9263,0.98045,6.222,2.6488
2014-12-24,1.2319,11.662,3.4969,1.3225,0.8184,1102.9,6.2714,2.3251,54.739,7.762,63.474,22.733,,2.8258,7.8075,12451.0,120.36,0.64367,14.741,6.0886,258.68,3.6523,1.6006,1.2936,1.1592,3.5255,7.4892,32.874,44.681,3.9103,0.98412,6.2173,2.6942
2015-01-02,1.2323,11.662,3.5165,1.3286,0.83036,1106.2,6.3699,2.3526,58.508,7.7557,63.356,22.995,,,7.8637,12516.0,120.58,0.64768,14.825,6.1807,264.68,3.7383,1.624,1.2961,1.1682,3.5749,7.5081,32.957,44.807,3.9268,0.99826,6.2077,2.6931
2015-01-09,1.228,11.569,3.56,1.3366,0.84653,1092.3,6.4996,2.2987,61.704,7.7536,62.324,23.755,,,8.0321,12634.0,119.2,0.6602,14.661,6.2976,268.68,3.8002,1.6556,1.2795,1.182,3.6146,7.6699,32.884,44.942,3.946,1.0167,6.2068,2.6572
2015-01-16,1.2179,11.566,3.5583,1.3258,0.86296,1077.6,6.6388,2.3203,65.29,7.752,61.862,23.986,,,8.1192,12584.0,116.55,0.65904,14.652,6.4158,276.47,3.8905,1.6878,1.2833,1.2035,3.7262,7.5928,32.618,44.601,3.9196,0.87401,6.2069,2.6197
2015-01-23,1.2653,11.469,3.5972,1.3447,0.89302,1079.6,6.8787,2.3522,64.494,7.7522,61.498,24.854,,,8.3343,12480.0,117.99,0.66735,14.721,6.6467,277.65,4.0089,1.7466,1.3424,1.2446,3.7756,7.7742,32.61,44.078,3.9977,0.87659,6.2288,2.5948
2015-01-30,1.2857,11.59,3.6356,1.3527,0.88456,1102.6,6.8089,2.4395,70.699,7.752,62.019,24.588,,,8.2806,12686.0,117.72,0.6644,14.894,6.5847,276.01,3.9292,1.73,1.3771,1.267,3.7218,7.8138,32.778,44.17,3.9341,0.92596,6.2485,2.6638
2015-02-06,1.273,11.312,3.5247,1.3433,0.87359,1087.5,6.7415,2.4354,67.144,7.7522,61.714,24.197,,,8.2611,12607.0,117.31,0.65283,14.75,6.5031,267.55,3.8563,1.7086,1.3466,1.2445,3.6385,7.488,32.53,44.18,3.8702,0.92024,6.2492,2.755
2015-02-13,1.2907,11.724,3.5746,1.3566,0.87866,1099.6,6.7769,2.4695,64.132,7.7554,62.17,24.286,,,8.4252,12799.0,119.02,0.65029,14.968,6.5407,268.9,3.904,1.7185,1.3454,1.2508,3.67,7.6035,32.625,44.305,3.8912,0.92927,6.2394,2.8464
2015-02-20,1.2745,11.655,3.6485,1.3595,0.88511,1110.7,6.8264,2.4637,62.135,7.7567,62.234,24.348,,,8.4274,12843.0,118.53,0.65038,15.009,6.604,270.56,3.9448,1.7311,1.3241,1.2456,3.7008,7.6058,32.552,44.27,3.8679,0.94866,6.2526,2.8706
2015-02-27,1.2774,11.626,3.61,1.3602,0.88968,1099.8,6.8403,2.5178,61.566,7.7551,61.817,24.411,,,8.3357,12950.0,119.26,0.64751,15.011,6.6423,269.6,3.9513,1.74,1.3211,1.2451,3.6943,7.6281,32.327,44.027,3.9872,0.94626,6.2709,2.8985
2015-03-06,1.2761,11.779,3.6416,1.3686,0.91216,1098.1,6.9511,2.5791,59.488,7.7584,62.397,24.899,,,8.3821,12936.0,119.93,0.65858,15.183,6.7969,277.1,4.0509,1.784,1.3342,1.2466,3.7561,7.7917,32.41,44.041,3.9974,0.97601,6.2621,3.0055
2015-03-13,1.3053,12.466,3.691,1.3885,0.94589,1134.3,7.2406,2.6381,61.016,7.7671,63.028,25.837,,,8.6566,13214.0,121.46,0.67655,15.485,7.0559,289.92,4.2065,1.85,1.3618,1.2734,3.9292,8.1588,32.902,44.371,4.0226,1.0072,6.2592,3.2059
2015-03-20,1.2981,12.122,3.7304,1.3862,0.92799,1121.0,7.0903,2.5874,60.252,7.7594,62.332,25.5,,,8.6308,13061.0,120.88,0.67326,15.094,6.915,281.98,4.1135,1.815,1.3364,1.2672,3.83,8.0851,32.69,44.951,4.057,0.97921,6.2049,3.2684
2015-03-27,1.2841,12.021,3.684,1.369,0.92115,1104.8,7.0468,2.607,57.325,7.7543,62.518,25.353,,,8.5831,13024.0,119.19,0.67225,15.132,6.8784,276.84,4.0725,1.8016,1.3211,1.2509,3.7747,7.9633,32.549,44.82,3.9702,0.965,6.2157,3.2098
2015-04-02,1.3244,11.999,3.6602,1.3591,0.92336,1092.6,7.0455,2.5988,57.09,7.7524,62.182,25.457,,,8.6283,13002.0,119.66,0.67553,15.113,6.8982,276.62,4.0783,1.8059,1.3388,1.2644,3.7532,7.9876,32.49,44.406,3.9485,0.9603,6.1962,3.1678
2015-04-10,1.3079,12.059,3.667,1.366,0.94607,1095.5,7.1656,2.6415,51.596,7.7501,62.356,25.906,,,8.8298,12928.0,120.45,0.68534,15.184,7.0687,281.34,4.1712,1.8503,1.3301,1.2664,3.8014,8.1485,32.559,44.605,3.9858,0.98297,6.2087,3.0879
2015-04-17,1.28,11.947,3.6166,1.3429,0.92473,1079.2,6.9993,2.6851,50.776,7.7511,62.395,25.417,,,8.5927,12797.0,118.78,0.66571,15.184,6.8992,278.68,4.0854,1.8086,1.2969,1.2191,3.7162,7.7649,32.358,44.22,3.9199,0.95219,6.1969,3.0111
2015-04-24,1.2827,12.182,3.5741,1.3375,0.92387,1078.3,7.0284,2.7314,51.216,7.75,63.562,25.364,,,8.6674,12954.0,119.51,0.6614,15.358,6.8927,278.53,4.08,1.8069,1.3216,1.2119,3.7076,7.8298,32.55,44.281,3.9244,0.9551,6.1948,2.9733
2015-04-30,1.2627,11.807,3.5573,1.321,0.89166,1072.2,6.7512,2.6585,51.401,7.7508,63.5,24.458,,,8.3157,12972.0,118.82,0.64797,15.238,6.6546,270.0,3.9396,1.7439,1.3132,1.202,3.5889,7.4761,32.97,44.662,3.8645,0.935,6.2031,2.9632
2015-05-08,1.2638,12.055,3.597,1.3299,0.89119,1093.6,6.7325,2.7024,50.713,7.7535,63.99,24.428,,,8.2831,13124.0,120.22,0.64878,15.307,6.6517,270.84,3.9665,1.743,1.3444,1.2103,3.6253,7.4695,33.506,44.685,3.8655,0.9255,6.2061,3.0354
2015-05-15,1.2499,11.868,3.5707,1.3262,0.88277,1089.8,6.6621,2.5958,50.095,7.751,63.662,24.189,,,8.3221,13134.0,119.86,0.63656,15.265,6.59,270.72,3.9208,1.7265,1.3451,1.2037,3.5692,7.3927,33.607,44.461,3.83,0.92364,6.2039,3.0119
2015-05-22,1.2686,11.783,3.5841,1.33,0.89574,1091.2,6.753,2.5927,50.027,7.752,63.471,24.539,,,8.2834,13149.0,120.93,0.63938,15.232,6.6792,274.96,3.9893,1.7519,1.3587,1.22,3.6728,7.5363,33.359,44.611,3.8604,0.93309,6.198,3.0393
2015-05-29,1.307,12.161,3.6641,1.349,0.91158,1112.4,6.9025,2.6607,52.383,7.7531,63.8,24.978,,,8.5025,13229.0,123.93,0.65542,15.354,6.8001,281.59,4.0497,1.7829,1.4043,1.2443,3.7646,7.7812,33.735,44.621,3.8727,0.94266,6.1982,3.1469
2015-06-05,1.2956,12.402,3.7231,1.348,0.89142,1114.0,6.7382,2.6653,55.99,7.7535,63.79,24.421,,,8.3274,13293.0,124.77,0.65226,15.551,6.6503,277.48,3.9709,1.7434,1.4007,1.25,3.6942,7.8521,33.722,45.018,3.8436,0.93403,6.204,3.1368
2015-06-12,1.2977,12.414,3.7528,1.3481,0.89127,1115.4,6.7424,2.7166,55.089,7.7531,64.079,24.332,,,8.2032,13325.0,123.69,0.64572,15.43,6.65,278.19,3.9873,1.7431,1.4334,1.2303,3.6985,7.7496,33.708,45.255,3.848,0.93307,6.2081,3.0945
2015-06-19,1.2914,12.267,3.7435,1.3373,0.88503,1106.1,6.7055,2.7122,54.343,7.7516,63.562,24.083,,,8.158,13320.0,123.19,0.63138,15.324,6.6033,276.88,3.9716,1.7309,1.4508,1.2271,3.6932,7.8109,33.69,45.037,3.8275,0.92477,6.2094,3.068
2015-06-26,1.3061,12.177,3.7865,1.348,0.8927,1123.5,6.7733,2.6645,55.175,7.7524,63.601,24.308,,,8.27,13324.0,123.71,0.63587,15.553,6.6602,279.11,3.9792,1.7459,1.4593,1.2365,3.7276,7.8316,33.805,45.09,3.7949,0.9326,6.209,3.1385
2015-07-03,1.329,12.289,3.7795,1.3476,0.90123,1123.6,6.8466,2.6922,55.764,7.7524,63.439,24.464,,,8.4468,13332.0,122.91,0.64005,15.703,6.7238,284.32,4.0404,1.7626,1.4943,1.2582,3.7811,7.9758,33.78,45.05,3.7632,0.94322,6.2055,3.1168
2015-07-10,1.3388,12.412,3.794,1.3478,0.89405,1126.9,6.7751,2.6639,56.36,7.7512,63.4,24.249,,,8.4131,13287.0,122.38,0.64443,15.708,6.6721,278.06,3.9737,1.7486,1.4814,1.2706,3.7332,7.9575,33.93,45.103,3.7662,0.93554,6.2094,3.1852
2015-07-17,1.3511,12.323,3.7968,1.3656,0.91836,1147.0,6.9795,2.6506,56.862,7.7504,63.474,24.845,,,8.5807,13343.0,123.99,0.64129,15.809,6.8529,283.63,4.0582,1.7961,1.5262,1.2978,3.7701,8.1555,34.153,45.194,3.7981,0.95794,6.2095,3.1642
2015-07-24,1.3765,12.633,3.8252,1.3748,0.91416,1174.1,6.9321,2.7503,58.432,7.7514,64.119,24.721,,,8.6171,13477.0,124.05,0.64622,16.279,6.821,284.48,4.0416,1.7879,1.5239,1.3091,3.7742,8.2233,34.951,45.561,3.8327,0.96097,6.2088,3.3336
2015-07-31,1.3805,12.694,3.831,1.3752,0.91183,1173.9,6.9226,2.7797,60.965,7.7534,64.136,24.648,,,8.6279,13555.0,124.32,0.64202,16.182,6.8036,281.12,4.0164,1.7834,1.529,1.3048,3.7782,8.2078,35.17,45.724,3.7786,0.96334,6.2097,3.3714
2015-08-07,1.3535,12.7,3.9265,1.3834,0.91399,1163.1,6.902,2.7888,64.174,7.7517,63.815,24.7,,,8.7509,13535.0,124.7,0.64446,16.286,6.8202,283.66,4.0321,1.7876,1.5215,1.3082,3.8253,8.2634,35.152,45.736,3.8147,0.98145,6.2097,3.5261
2015-08-14,1.3537,12.795,4.0805,1.4025,0.89518,1177.0,6.7528,2.8334,64.857,7.7558,65.008,24.195,,,8.4422,13775.0,124.16,0.6396,16.405,6.681,278.12,3.9618,1.7508,1.5248,1.3044,3.7474,8.1797,35.2,46.153,3.7765,0.9735,6.3912,3.5001
2015-08-21,1.3637,12.941,4.1588,1.4052,0.88645,1193.5,6.7006,2.9287,68.34,7.7512,65.903,23.953,,,8.4491,13939.0,122.68,0.63806,16.84,6.6155,277.25,3.9265,1.7337,1.5013,1.3108,3.7264,8.2213,35.627,46.674,3.8774,0.95426,6.3881,3.4714
2015-08-28,1.4012,13.237,4.1857,1.4061,0.88747,1177.8,6.7102,2.9216,67.039,7.75,66.163,24.004,,,8.4268,14018.0,120.84,0.64972,16.929,6.6232,279.38,3.9326,1.7357,1.551,1.3271,3.7633,8.289,35.888,46.708,3.9208,0.95909,6.3896,3.5651
2015-09-04,1.4319,13.624,4.249,1.4186,0.89783,1188.6,6.7867,2.9778,67.48,7.7501,66.495,24.268,,,8.4528,14175.0,119.25,0.65676,16.864,6.6982,281.51,3.9781,1.756,1.5692,1.323,3.7961,8.2748,35.84,46.755,3.9141,0.97315,6.3559,3.7768
2015-09-11,1.416,13.569,4.3168,1.4153,0.88747,1183.2,6.7004,3.0442,67.985,7.75,66.469,24.027,,,8.3164,14301.0,120.71,0.64838,16.748,6.6212,279.32,3.9216,1.7357,1.5898,1.3263,3.7345,8.2277,36.15,46.818,3.8633,0.97897,6.3749,3.8403
2015-09-18,1.3757,13.22,4.2082,1.3912,0.87573,1163.8,6.6823,2.9996,65.82,7.7501,65.674,23.707,,,8.166,14362.0,119.37,0.63911,16.46,6.534,271.31,3.8696,1.7128,1.5503,1.3027,3.6807,8.0891,35.551,46.307,3.8775,0.95569,6.3643,3.8856
2015-09-25,1.4254,13.737,4.3863,1.4223,0.89678,1189.9,6.8519,3.0282,65.644,7.75,66.156,24.386,,,8.4223,14655.0,120.99,0.65891,16.745,6.6897,282.9,3.9558,1.7539,1.5764,1.3313,3.786,8.5311,36.16,46.746,3.9285,0.97946,6.3745,3.8905
2015-10-02,1.422,13.898,4.415,1.4333,0.89606,1181.8,6.845,3.0263,66.385,7.7501,65.513,24.34,,,8.3703,14651.0,120.29,0.65932,16.856,6.6844,280.44,3.955,1.7525,1.5599,1.3239,3.8039,8.4341,36.6,46.732,3.9253,0.97876,6.3571,4.0036
2015-10-09,1.3644,13.261,4.1295,1.3954,0.88013,1142.4,6.7145,2.902,61.049,7.7501,64.8,23.859,,,8.1573,13506.0,120.27,0.65191,16.394,6.5657,274.24,3.8858,1.7214,1.493,1.2936,3.7115,8.0879,35.55,45.718,3.8242,0.96101,6.3452,3.7494
2015-10-16,1.378,13.146,4.178,1.3833,0.88028,1131.0,6.7152,2.9025,61.852,7.7501,64.867,23.839,,,8.2357,13521.0,119.06,0.64754,16.474,6.5666,272.61,3.8879,1.7217,1.4733,1.2927,3.7309,8.099,35.306,45.995,3.8315,0.9515,6.352,3.8549
2015-10-23,1.3759,13.444,4.2279,1.3901,0.9022,1127.1,6.8787,2.8751,61.88,7.75,64.829,24.426,,,8.4878,13585.0,120.71,0.64918,16.423,6.7302,279.64,3.994,1.7645,1.4711,1.3067,3.837,8.3476,35.415,46.522,3.8926,0.97375,6.3506,3.8946
2015-10-30,1.4109,13.817,4.2979,1.4019,0.90769,1138.2,6.8857,2.9162,64.055,7.75,65.368,24.589,,,8.5201,13680.0,120.61,0.6519,16.565,6.7694,281.29,4.0256,1.7753,1.4858,1.3175,3.8707,8.5259,35.576,46.739,3.8658,0.98938,6.3269,3.878
2015-11-06,1.3995,13.948,4.3075,1.4096,0.92047,1144.4,6.9565,2.8805,63.78,7.7515,65.9,24.877,,,8.6376,13549.0,121.88,0.66058,16.653,6.8667,289.05,4.1002,1.8003,1.5107,1.3201,3.9161,8.5341,35.585,46.927,3.8934,0.99687,6.3545,3.7929
2015-11-13,1.4007,14.35,4.378,1.4219,0.92902,1167.9,7.075,2.8763,66.624,7.7507,66.146,25.113,,,8.676,13716.0,122.67,0.65687,16.78,6.9311,290.07,4.1297,1.817,1.5313,1.3305,3.9418,8.6696,35.9,47.122,3.8867,1.002,6.3737,3.7948
2015-11-20,1.3871,13.928,4.2855,1.4121,0.93563,1155.0,7.1368,2.8223,64.868,7.7501,66.195,25.291,,,8.6823,13595.0,122.83,0.65588,16.587,6.98,290.01,4.1577,1.8299,1.5247,1.3313,3.9681,8.6111,35.74,46.998,3.8803,1.0146,6.3846,3.7107
2015-11-27,1.3884,14.319,4.2675,1.4109,0.94518,1154.8,7.2051,2.9173,66.157,7.7506,66.772,25.543,,,8.7353,13827.0,122.64,0.66437,16.55,7.0515,294.97,4.2029,1.8486,1.5302,1.3347,4.0294,8.6848,35.89,47.184,3.8875,1.0302,6.3941,3.7201
2015-12-04,1.3666,14.427,4.2242,1.3957,0.91726,1163.4,7.0042,2.912,67.521,7.7501,66.779,24.798,,,8.5052,13846.0,122.99,0.66052,16.74,6.8431,287.2,4.1012,1.794,1.4969,1.3337,3.9562,8.4842,35.848,47.08,3.8356,0.99817,6.4027,3.7773
2015-12-11,1.3863,15.886,4.331,1.4097,0.91324,1188.0,6.9763,2.9604,69.706,7.7505,67.006,24.679,,,8.4938,14101.0,121.48,0.65973,17.351,6.8136,289.19,4.1322,1.7861,1.4847,1.3664,3.9686,8.711,36.09,47.452,3.8618,0.98804,6.4581,3.853
2015-12-18,1.4033,15.042,4.2857,1.412,0.92285,1181.4,7.0593,2.9145,71.152,7.7524,66.404,24.945,,,8.5511,13931.0,121.45,0.6706,17.02,6.8857,290.01,4.1676,1.8049,1.4913,1.3956,3.9504,8.7671,36.153,47.299,3.8953,0.99372,6.4852,3.9004
2015-12-24,1.377,15.187,4.2882,1.4064,0.91349,1168.7,6.9814,2.9223,70.293,7.7509,66.21,24.69,,,8.395,13632.0,120.43,0.67069,17.275,6.8172,288.58,4.1367,1.7866,1.4663,1.387,3.8743,8.6891,36.03,47.049,3.8891,0.98712,6.4748,3.941
2015-12-31,1.3683,15.572,4.3133,1.4161,0.91853,1176.4,7.0157,2.9177,74.101,7.7502,66.154,24.821,,,8.4408,13815.0,120.39,0.67415,17.373,6.8546,290.24,4.1554,1.7965,1.4626,1.3884,3.9165,8.8206,36.05,46.844,3.902,0.99522,6.4855,3.9604
2016-01-08,1.4267,16.009,4.384,1.4369,0.92073,1201.4,7.0368,2.9915,74.038,7.7628,66.68,24.88,,,8.5296,13913.0,118.32,0.68612,17.791,6.8684,290.52,4.1686,1.8008,1.5146,1.4106,4.0073,8.9135,36.265,47.145,3.922,0.99991,6.5903,4.0222
2016-01-15,1.4564,16.699,4.4238,1.4417,0.91625,1217.7,7.0235,3.0427,77.599,7.7934,67.79,24.758,,,8.5646,13989.0,117.1,0.69773,18.131,6.8381,288.02,4.1575,1.792,1.5671,1.4522,4.0433,8.8038,36.38,47.903,3.9513,1.0034,6.5868,4.0443
2016-01-22,1.423,16.482,4.2846,1.4268,0.92524,1196.2,7.0957,3.0137,79.472,7.7909,67.63,25.006,,,8.5805,13835.0,118.22,0.69818,18.52,6.9042,288.86,4.1888,1.8096,1.5365,1.4171,4.1254,8.7606,36.011,47.724,3.9734,1.0131,6.5788,4.1219
2016-01-29,1.4092,16.019,4.148,1.424,0.91575,1207.5,7.0147,2.9638,75.867,7.7931,67.861,24.749,,,8.5607,13707.0,121.11,0.69973,18.32,6.8341,285.74,4.1531,1.791,1.5374,1.4069,4.0658,8.6854,35.69,47.694,3.9454,1.0205,6.576,4.0562
2016-02-05,1.3911,15.853,4.1535,1.3958,0.8927,1190.8,6.8327,2.9011,76.776,7.7871,67.654,24.136,,,8.4204,13548.0,116.68,0.68715,18.21,6.6621,276.69,4.0196,1.7459,1.4868,1.3751,3.9398,8.54,35.51,47.555,3.8756,0.99098,6.5724,3.8791
2016-02-12,1.4103,15.893,4.1645,1.3974,0.88692,1206.2,6.769,2.9295,79.455,7.7886,68.241,24.003,,,8.3858,13492.0,112.7,0.68945,19.233,6.6201,275.06,3.9682,1.7346,1.5047,1.3923,3.9121,8.583,35.6,47.504,3.8812,0.97463,6.5733,3.9988
2016-02-19,1.4064,15.445,4.221,1.4074,0.90123,1233.5,6.8655,2.9653,76.777,7.7747,68.468,24.354,,,8.4569,13508.0,113.01,0.70039,18.289,6.7254,278.58,4.0258,1.7626,1.5105,1.3765,3.9453,8.5939,35.75,47.623,3.9122,0.99288,6.5229,4.0424
2016-02-26,1.3879,15.676,4.2115,1.4018,0.9086,1236.0,6.9262,2.939,75.454,7.7695,68.691,24.59,,,8.5144,13370.0,113.05,0.71547,18.102,6.7781,282.14,4.0559,1.777,1.4853,1.3546,3.9643,8.6539,35.65,47.498,3.9006,0.993,6.5377,3.9393
2016-03-04,1.3545,15.613,4.1112,1.381,0.91158,1203.1,6.9225,2.9195,73.078,7.7659,67.084,24.665,,,8.5091,13135.0,113.74,0.70632,17.831,6.8012,281.96,4.0714,1.7829,1.4789,1.3416,3.9483,8.5533,35.39,46.787,3.9061,0.99344,6.516,3.7223
2016-03-11,1.3315,15.241,4.0876,1.377,0.90171,1190.2,6.83,2.8754,69.846,7.761,67.013,24.399,,,8.394,13061.0,113.77,0.69968,17.75,6.7266,279.78,4.0279,1.7636,1.4949,1.3253,3.8863,8.5086,35.11,46.497,3.8794,0.9872,6.5031,3.643
2016-03-18,1.3125,15.251,4.0532,1.3545,0.8866,1158.0,6.6766,2.8565,67.426,7.7546,66.284,23.969,,,8.2253,13081.0,111.53,0.69027,17.26,6.6089,275.13,3.9647,1.734,1.4673,1.2968,3.7791,8.3439,34.84,46.415,3.8467,0.96808,6.4755,3.6168
2016-03-24,1.3321,15.497,4.0305,1.3688,0.89654,1167.5,6.7561,2.8788,69.698,7.7594,66.863,24.264,,,8.3098,13253.0,112.44,0.70771,17.669,6.6833,281.73,4.0048,1.7535,1.4923,1.3288,3.8361,8.5117,35.33,46.41,3.833,0.97499,6.5144,3.7041
2016-04-01,1.302,14.762,3.8823,1.3461,0.87474,1151.0,6.5697,2.8241,67.83,7.7547,66.351,23.644,,,8.0837,13128.0,112.03,0.69883,17.407,6.5171,274.06,3.9095,1.7108,1.4449,1.3028,3.7124,8.2576,35.09,46.024,3.7773,0.95749,6.4646,3.6123
2016-04-08,1.3281,15.068,3.9103,1.3496,0.88005,1153.2,6.5968,2.8527,67.36,7.759,66.599,23.781,,,8.1781,13145.0,108.56,0.71046,17.787,6.5492,275.17,3.9325,1.7212,1.4747,1.3078,3.7801,8.2886,35.1,46.175,3.7847,0.95697,6.4745,3.657
2016-04-15,1.2981,14.571,3.9069,1.3586,0.88621,1147.7,6.647,2.8547,66.476,7.7567,66.592,23.95,,,8.1445,13172.0,108.92,0.7052,17.541,6.5946,275.2,3.9638,1.7333,1.4475,1.2881,3.8078,8.2457,35.08,46.128,3.7819,0.96765,6.4757,3.4905
2016-04-22,1.2936,14.37,3.9015,1.3505,0.88786,1143.0,6.6501,2.831,65.925,7.7571,66.538,24.013,,,8.1134,13203.0,110.86,0.69551,17.475,6.6069,275.33,3.9735,1.7365,1.4529,1.2734,3.8627,8.2077,35.01,46.753,3.7646,0.97585,6.4955,3.5708
2016-04-29,1.3109,14.169,3.9065,1.3427,0.87696,1141.4,6.5869,2.8005,64.219,7.7581,66.384,23.711,,,8.0408,13185.0,107.29,0.68425,17.151,6.5281,273.81,3.9262,1.7152,1.4344,1.2528,3.8556,8.0812,34.92,46.921,3.7416,0.96326,6.4845,3.4849
2016-05-06,1.3565,14.961,4.012,1.3587,0.87512,1172.3,6.5652,2.9197,66.434,7.7604,66.633,23.647,,,8.117,13369.0,106.97,0.69003,17.956,6.51,274.51,3.9385,1.7116,1.4616,1.2879,3.8679,8.1835,35.17,47.155,3.7797,0.96876,6.5021,3.5574
2016-05-13,1.3728,15.168,4.0299,1.3705,0.88121,1172.8,6.6109,2.9643,65.271,7.7632,66.78,23.811,,,8.2204,13318.0,108.88,0.69403,18.05,6.556,277.73,3.9633,1.7235,1.4709,1.2882,3.8711,8.1669,35.43,46.645,3.7737,0.97145,6.5211,3.486
2016-05-20,1.3833,15.747,4.081,1.3815,0.89135,1187.3,6.6731,2.9839,66.774,7.7673,67.473,24.089,,,8.3419,13625.0,110.36,0.68641,18.41,6.6289,282.36,4.0162,1.7433,1.4777,1.3106,3.94,8.3212,35.73,46.775,3.8794,0.99144,6.5475,3.5473
2016-05-27,1.3864,15.625,4.079,1.3754,0.89542,1179.3,6.7071,2.9484,66.039,7.7664,67.037,24.201,,,8.2981,13572.0,109.65,0.68271,18.5,6.6589,281.35,4.0324,1.7513,1.4851,1.3037,3.9319,8.3112,35.683,46.648,3.8447,0.99105,6.5617,3.6094
2016-06-03,1.3804,15.58,4.1475,1.3763,0.89654,1185.6,6.7203,2.9498,67.159,7.7715,67.25,24.229,,,8.3024,13579.0,108.9,0.69289,18.72,6.6686,280.11,4.0513,1.7535,1.4602,1.3084,3.9323,8.3246,35.61,46.46,3.8765,0.99068,6.5867,3.5837
2016-06-10,1.3512,15.09,4.068,1.3541,0.88464,1164.3,6.6693,2.9188,64.705,7.7617,66.808,23.908,,,8.2478,13295.0,106.86,0.69427,18.403,6.5778,275.47,3.994,1.7302,1.411,1.2748,3.8562,8.2028,35.2,45.982,3.851,0.96293,6.559,3.4202
2016-06-17,1.3537,15.214,4.101,1.3495,0.88857,1171.3,6.683,2.9312,65.121,7.7606,67.085,24.053,,,8.3361,13326.0,104.27,0.69993,18.88,6.6076,279.24,4.0301,1.7379,1.4181,1.2901,3.9509,8.3801,35.28,46.435,3.8717,0.96126,6.5906,3.4603
2016-06-24,1.3474,15.12,4.1127,1.3531,0.90367,1172.0,6.8001,2.933,65.632,7.7613,68.005,24.492,,,8.5496,13409.0,102.32,0.72971,18.87,6.7207,287.28,4.0977,1.7674,1.4109,1.3006,4.0258,8.5126,35.32,46.943,3.896,0.97669,6.624,3.4396
2016-07-01,1.3367,14.575,3.9853,1.3434,0.89807,1145.8,6.7566,2.8807,64.04,7.7587,67.328,24.331,,,8.4329,13110.0,102.64,0.75285,18.124,6.6798,284.26,4.0554,1.7564,1.3927,1.2923,3.9485,8.3498,35.054,47.0,3.8433,0.97306,6.6557,3.2184
2016-07-08,1.3307,14.696,4.023,1.3463,0.90334,1157.1,6.7608,2.927,64.098,7.7566,67.311,24.42,,,8.5533,13193.0,100.42,0.77004,18.786,6.722,283.72,4.077,1.7668,1.375,1.3014,3.9998,8.4851,35.266,47.201,3.8854,0.98058,6.6857,3.3371
2016-07-15,1.3064,14.348,3.9479,1.3444,0.89863,1132.4,6.7418,2.8869,63.238,7.7537,67.025,24.299,,,8.4971,13088.0,105.71,0.74834,18.37,6.6836,283.02,4.0261,1.7575,1.3959,1.2866,3.9629,8.3737,34.955,46.684,3.8478,0.97942,6.6818,3.2559
2016-07-22,1.3362,14.247,4.0581,1.3559,0.90794,1136.0,6.7971,3.047,64.537,7.7556,67.076,24.535,,,8.6235,13115.0,106.1,0.76365,18.605,6.7541,284.49,4.0502,1.7757,1.4298,1.3107,3.9544,8.5207,34.922,47.064,3.8344,0.98602,6.6733,3.2811
2016-07-29,1.3302,14.155,4.0673,1.3511,0.89985,1121.9,6.7376,3.0166,67.028,7.7576,66.955,24.324,,,8.6091,13102.0,103.33,0.75947,18.923,6.6925,280.92,4.0183,1.7599,1.4051,1.3176,3.926,8.5568,34.835,47.18,3.8238,0.9739,6.6506,3.2825
2016-08-05,1.3058,13.673,4.0272,1.3404,0.89638,1109.4,6.7088,3.0003,65.254,7.7556,66.773,24.222,,,8.5195,13103.0,101.05,0.76022,18.849,6.6666,278.43,3.9998,1.7531,1.387,1.3023,3.8402,8.4279,34.823,46.881,3.8215,0.97275,6.6431,3.1822
2016-08-12,1.3027,13.506,4.0254,1.3464,0.89622,1106.1,6.7141,2.9573,64.724,7.7569,66.864,24.214,,,8.4512,13106.0,101.96,0.7712,18.272,6.6677,277.85,3.9962,1.7528,1.3889,1.2975,3.8231,8.2125,34.787,46.57,3.8137,0.9758,6.6475,3.1625
2016-08-19,1.3135,13.511,4.0203,1.348,0.88292,1120.6,6.6088,2.9368,64.091,7.7539,67.177,23.858,,,8.3821,13192.0,100.24,0.76406,18.324,6.5705,273.95,3.943,1.7268,1.3779,1.2844,3.7959,8.2154,34.647,46.379,3.768,0.95815,6.652,3.2367
2016-08-26,1.3083,14.05,4.0167,1.3524,0.88574,1114.3,6.6336,2.9371,64.782,7.7551,67.004,23.936,,,8.4059,13203.0,100.38,0.75686,18.353,6.5954,273.25,3.9484,1.7323,1.3656,1.2884,3.8303,8.1932,34.547,46.315,3.7594,0.96838,6.6712,3.2277
