date,AUD,ZAR,MYR,SGD,EUR,KRW,HRK,TRY,RUB,HKD,INR,CZK,LVL,LTL,SEK,IDR,JPY,GBP,MXN,DKK,HUF,RON,BGN,NZD,CAD,PLN,NOK,THB,PHP,ILS,CHF,CNY,BRL
2013-04-12,0.94974,8.9304,3.0388,1.2376,0.76617,1129.9,5.8324,1.7892,31.026,7.7613,54.525,19.821,0.53678,2.6454,6.3878,9708.1,99.249,0.65101,12.063,5.7119,225.67,3.3627,1.4985,1.1632,1.0119,3.1443,5.7325,29.03,41.299,3.6292,0.93219,6.1921,1.9788
2013-04-19,0.96775,9.1514,3.0355,1.2359,0.76249,1119.9,5.7925,1.797,31.491,7.7636,53.973,19.716,0.53389,2.6327,6.4895,9708.7,99.283,0.65147,12.23,5.685,227.4,3.3308,1.4913,1.1808,1.025,3.1264,5.7922,28.6,41.136,3.6283,0.9284,6.1777,2.0128
2013-04-26,0.97323,9.1245,3.0344,1.2385,0.76929,1111.9,5.8454,1.8017,31.318,7.7637,54.325,19.805,0.53843,2.6562,6.5835,9720.0,98.569,0.6462,12.195,5.7357,231.99,3.3385,1.5046,1.1752,1.0198,3.1995,5.8631,29.3,41.243,3.6054,0.94415,6.165,2.0005
2013-05-03,0.97453,8.9553,3.0342,1.2333,0.76254,1096.4,5.7821,1.7953,31.128,7.7589,53.925,19.552,0.5337,2.6329,6.505,9741.5,98.063,0.6429,12.17,5.6835,225.8,3.2813,1.4914,1.1736,1.0114,3.1575,5.8011,29.58,40.845,3.5574,0.93297,6.1556,2.0081
2013-05-10,0.99923,9.0922,2.9873,1.2373,0.76994,1106.0,5.8295,1.8019,31.371,7.7602,54.905,19.871,0.53881,2.6585,6.5838,9736.7,101.59,0.65006,12.064,5.7399,225.73,3.3337,1.5059,1.2029,1.0096,3.1903,5.7946,29.78,41.146,3.5656,0.95704,6.1427,2.0206
2013-05-17,1.027,9.3838,3.022,1.2554,0.77706,1117.3,5.8831,1.8374,31.384,7.7637,54.865,20.195,0.5434,2.683,6.6767,9756.0,102.47,0.65642,12.309,5.791,225.78,3.3701,1.5198,1.2368,1.0273,3.2407,5.8585,29.78,41.156,3.6627,0.96736,6.1419,2.0281
2013-05-24,1.0316,9.5618,3.0345,1.2644,0.77286,1127.0,5.8494,1.8481,31.329,7.7634,55.746,20.089,0.54123,2.6685,6.645,9796.0,101.44,0.6623,12.445,5.7608,224.44,3.3658,1.5116,1.2337,1.0332,3.2446,5.8185,29.92,41.704,3.6956,0.96344,6.1319,2.0458
2013-05-31,1.0411,10.162,3.096,1.2619,0.76888,1130.9,5.805,1.8804,31.862,7.7641,56.511,19.769,0.5396,2.6548,6.5991,9797.0,100.32,0.65635,12.893,5.7325,227.67,3.371,1.5038,1.2506,1.0329,3.2902,5.8542,30.355,42.312,3.6921,0.95387,6.1348,2.127
2013-06-07,1.0502,9.9849,3.0935,1.2428,0.75415,1117.3,5.6776,1.8839,32.336,7.7624,57.076,19.283,0.52934,2.6039,6.5544,9802.4,95.633,0.64201,12.857,5.6228,223.02,3.4316,1.475,1.2563,1.0232,3.2472,5.7545,30.59,42.362,3.6143,0.92557,6.1333,2.1432
2013-06-14,1.0404,9.9263,3.1155,1.2507,0.75171,1126.5,5.6166,1.8548,31.756,7.7622,57.535,19.332,0.52748,2.5955,6.4719,9877.5,94.994,0.64008,12.66,5.6064,219.06,3.3517,1.4702,1.238,1.0166,3.1833,5.7434,30.58,42.769,3.6017,0.92626,6.1308,2.1275
2013-06-21,1.0847,10.236,3.2035,1.2739,0.75873,1154.4,5.6832,1.9359,32.797,7.7572,59.272,19.594,0.53232,2.6197,6.5954,9930.2,97.618,0.64742,13.32,5.6587,226.76,3.4408,1.4839,1.2901,1.0398,3.2844,6.0008,31.11,43.784,3.6336,0.92997,6.1329,2.2562
2013-06-28,1.0834,9.9924,3.1606,1.2649,0.76453,1142.4,5.6953,1.9274,32.756,7.7584,59.42,19.839,0.537,2.6398,6.7105,9923.5,98.922,0.65535,13.028,5.7024,225.42,3.41,1.4953,1.2838,1.0485,3.3162,6.0279,31.05,43.154,3.6228,0.94327,6.1376,2.2094
2013-07-05,1.0905,10.005,3.1885,1.2754,0.77622,1142.1,5.8215,1.9491,33.193,7.7538,60.365,20.085,0.54483,2.6801,6.7191,9975.2,100.11,0.66797,12.895,5.79,228.83,3.447,1.5181,1.2769,1.0521,3.3259,6.1729,31.15,43.377,3.6436,0.95847,6.1326,2.25
2013-07-12,1.1076,10.045,3.1775,1.2659,0.76722,1125.8,5.7787,1.964,32.749,7.7574,59.63,19.91,0.53913,2.6491,6.6787,9990.8,99.547,0.66188,12.849,5.722,224.66,3.3932,1.5005,1.2853,1.0386,3.3139,6.071,31.18,43.397,3.5999,0.95044,6.1382,2.2665
2013-07-19,1.0851,9.8545,3.194,1.2643,0.76202,1121.4,5.7277,1.9224,32.354,7.7574,59.505,19.76,0.53532,2.6311,6.5483,10078.0,100.34,0.6553,12.49,5.6826,225.24,3.3726,1.4904,1.2551,1.0377,3.2362,5.9864,31.033,43.376,3.5724,0.94193,6.1379,2.223
2013-07-26,1.0814,9.7406,3.2077,1.2643,0.75415,1113.2,5.6618,1.9225,32.695,7.7564,59.042,19.569,0.52979,2.6039,6.4946,10275.0,98.673,0.64936,12.653,5.6232,223.65,3.31,1.475,1.241,1.0285,3.1957,5.9306,31.14,43.247,3.586,0.93017,6.1316,2.2446
2013-08-02,1.1238,10.023,3.2625,1.2761,0.7574,1124.7,5.6964,1.9474,33.103,7.7566,61.105,19.661,0.5323,2.6152,6.6435,10287.0,99.811,0.65996,12.843,5.6462,227.41,3.3617,1.4813,1.2698,1.0402,3.2228,5.9574,31.39,43.629,3.5734,0.93789,6.1294,2.311
2013-08-09,1.0908,9.7712,3.2545,1.2584,0.74778,1111.0,5.6207,1.9186,32.902,7.7552,60.797,19.386,0.52569,2.5819,6.4867,10280.0,96.433,0.6441,12.605,5.5775,223.16,3.3188,1.4625,1.2474,1.0291,3.1315,5.8454,31.27,43.505,3.5271,0.92051,6.122,2.2782
2013-08-16,1.09,10.003,3.2772,1.2709,0.74963,1113.3,5.6528,1.9373,32.898,7.7541,61.714,19.34,0.52676,2.5883,6.527,10505.0,97.474,0.63962,12.849,5.5903,225.14,3.3328,1.4661,1.237,1.0323,3.1695,5.9232,31.28,43.713,3.5558,0.92609,6.115,2.347
2013-08-23,1.1141,10.256,3.301,1.2819,0.74878,1115.2,5.6548,1.9948,33.05,7.7559,64.025,19.218,0.52617,2.5854,6.5249,11025.0,99.101,0.64328,13.089,5.585,223.87,3.3263,1.4645,1.2868,1.0568,3.1691,6.0607,32.01,44.188,3.6006,0.92535,6.122,2.4005
2013-08-30,1.1198,10.326,3.2908,1.2744,0.75557,1109.9,5.7184,2.0301,33.249,7.7544,66.375,19.445,0.53102,2.6088,6.6115,11272.0,98.232,0.64522,13.31,5.6361,227.26,3.3487,1.4777,1.2876,1.053,3.2212,6.113,32.155,44.576,3.605,0.93011,6.1185,2.3515
2013-09-06,1.0909,10.181,3.329,1.2785,0.76237,1092.9,5.7847,2.0608,33.412,7.7556,65.245,19.642,0.53564,2.6323,6.6515,11558.0,99.649,0.64192,13.325,5.6864,229.22,3.4105,1.491,1.2583,1.0431,3.2744,6.1005,32.355,44.467,3.6489,0.94397,6.1195,2.3172
2013-09-13,1.0816,9.9639,3.2915,1.2686,0.75216,1086.9,5.7035,2.0275,32.602,7.754,63.58,19.387,0.52832,2.5971,6.5474,11224.0,99.609,0.63174,13.101,5.6091,226.05,3.36,1.4711,1.2278,1.0334,3.1681,5.9191,31.863,43.838,3.5472,0.93088,6.1188,2.2797
2013-09-20,1.0622,9.7898,3.165,1.2493,0.73997,1078.7,5.6319,1.9831,31.903,7.7527,62.278,19.112,0.51983,2.555,6.3615,11080.0,99.578,0.62424,12.782,5.5178,221.46,3.3016,1.4472,1.1953,1.0284,3.1299,5.9246,31.02,43.169,3.5037,0.91239,6.1205,2.2147
2013-09-27,1.0742,10.132,3.2276,1.2547,0.73872,1076.1,5.6255,2.0363,32.41,7.755,62.498,18.978,0.51917,2.5506,6.4167,11328.0,98.456,0.62052,13.159,5.5088,221.34,3.3015,1.4448,1.2095,1.0318,3.1233,5.9858,31.28,43.326,3.5609,0.90478,6.1186,2.2597
2013-10-04,1.06,9.9949,3.1786,1.2464,0.73567,1072.6,5.6088,1.9975,32.172,7.7547,61.526,18.799,0.51703,2.5401,6.3806,11243.0,97.131,0.62304,13.106,5.488,218.44,3.2579,1.4388,1.204,1.033,3.0931,5.9696,31.3,43.154,3.547,0.90274,6.1202,2.2016
2013-10-11,1.0554,9.8688,3.1788,1.2458,0.73714,1070.8,5.6052,1.9783,32.234,7.7547,61.08,18.822,0.51799,2.5452,6.4617,10903.0,98.319,0.62583,13.061,5.4985,217.36,3.2785,1.4417,1.1987,1.0389,3.091,5.9918,31.28,43.05,3.5483,0.90771,6.1185,2.177
2013-10-18,1.0357,9.783,3.1568,1.2375,0.73078,1061.0,5.5656,1.966,31.85,7.7536,61.265,18.841,0.51352,2.5232,6.4079,11329.0,97.727,0.61762,12.787,5.4506,215.16,3.2526,1.4293,1.1784,1.0296,3.0552,5.9182,31.05,43.016,3.5303,0.902,6.097,2.152
2013-10-25,1.043,9.8352,3.1566,1.2365,0.72585,1063.3,5.5357,1.9864,31.792,7.7535,61.529,18.691,0.50998,2.5062,6.3403,11015.0,97.372,0.61835,12.972,5.4141,212.54,3.2308,1.4196,1.205,1.0438,3.0383,5.9062,31.097,43.001,3.5318,0.89628,6.0836,2.1863
2013-11-01,1.0563,10.153,3.1783,1.2427,0.74047,1062.1,5.6424,2.0179,32.286,7.7527,61.728,19.144,0.52033,2.5567,6.5202,11335.0,98.408,0.62669,13.084,5.5227,219.56,3.2872,1.4482,1.2101,1.0427,3.1007,5.9578,31.199,43.353,3.5322,0.91151,6.1,2.2517
2013-11-08,1.0567,10.228,3.1785,1.2418,0.74455,1062.8,5.6744,2.0235,32.549,7.7515,62.765,20.077,0.52304,2.5708,6.5799,11409.0,97.967,0.62188,13.191,5.5533,220.55,3.3075,1.4562,1.1988,1.0455,3.1123,6.087,31.34,43.166,3.5312,0.91594,6.092,2.2987
2013-11-15,1.0715,10.184,3.2023,1.2475,0.74294,1063.7,5.6698,2.0389,32.677,7.7533,63.12,20.175,0.52192,2.5652,6.6447,11620.0,100.29,0.62236,12.975,5.5415,221.7,3.3071,1.453,1.2048,1.0464,3.1077,6.1319,31.595,43.553,3.5223,0.91724,6.0925,2.314
2013-11-22,1.0908,10.096,3.2208,1.2514,0.73975,1061.4,5.6556,2.0159,32.77,7.7526,62.871,20.164,0.5199,2.5542,6.58,11473.0,101.15,0.61725,13.032,5.5175,220.43,3.2912,1.4468,1.2261,1.0541,3.1053,6.0708,31.835,43.933,3.5587,0.91005,6.0945,2.2872
2013-11-29,1.0972,10.184,3.2257,1.255,0.7347,1058.2,5.6135,2.0186,33.175,7.7526,62.43,20.124,0.51649,2.5368,6.5443,11741.0,102.28,0.61182,13.059,5.4801,221.22,3.261,1.4369,1.2268,1.0575,3.0901,6.1127,32.065,43.676,3.5216,0.90353,6.0948,2.3207
2013-12-06,1.1028,10.472,3.2349,1.2531,0.73201,1057.0,5.5944,2.0406,32.97,7.7549,61.602,20.116,0.5146,2.5275,6.534,11930.0,102.21,0.61181,13.055,5.4608,221.25,3.2655,1.4317,1.2197,1.0649,3.0699,6.1738,32.306,44.022,3.5079,0.89532,6.0832,2.3598
2013-12-13,1.1186,10.302,3.2363,1.2567,0.72849,1054.0,5.5572,2.0392,32.852,7.7533,62.166,20.058,0.51213,2.5153,6.582,12017.0,103.39,0.61463,12.951,5.4353,220.31,3.2471,1.4248,1.2159,1.0655,3.0448,6.1849,32.055,44.161,3.5016,0.89065,6.0732,2.3315
2013-12-20,1.1282,10.465,3.288,1.2677,0.73233,1061.9,5.5941,2.0932,33.014,7.7547,62.04,20.256,0.51424,2.5286,6.584,12194.0,104.47,0.61135,13.057,5.4637,218.84,3.2794,1.4323,1.2248,1.0692,3.0504,6.1633,32.6,44.548,3.5172,0.89806,6.0702,2.3793
2013-12-27,1.1225,10.457,3.2877,1.2675,0.7239,1054.5,5.5295,2.1615,32.547,7.7552,61.983,19.868,0.50804,2.4995,6.4996,12184.0,104.98,0.60565,13.12,5.4002,215.19,3.2304,1.4158,1.2229,1.0664,3.0053,6.1152,32.875,44.349,3.4805,0.88562,6.0693,2.3541
2014-01-03,1.1116,10.59,3.283,1.2648,0.73346,1055.2,5.5948,2.1738,33.108,7.7549,62.199,20.188,,2.5325,6.4956,12126.0,104.49,0.6091,13.071,5.4706,219.06,3.2917,1.4345,1.2054,1.0612,3.0554,6.1306,33.022,44.662,3.5022,0.90282,6.0561,2.3744
2014-01-10,1.1235,10.768,3.2695,1.27,0.736,1062.4,5.6149,2.1774,33.228,7.7552,61.905,20.16,,2.5413,6.5371,12016.0,105.0,0.60941,13.08,5.4921,220.24,3.3451,1.4395,1.2164,1.0876,3.0727,6.1842,33.068,44.709,3.4964,0.90837,6.0521,2.3928
2014-01-17,1.1377,10.878,3.2959,1.2736,0.73616,1061.2,5.6165,2.2189,33.558,7.7554,61.55,20.213,,2.5418,6.4736,12093.0,104.39,0.60822,13.318,5.4934,221.38,3.337,1.4398,1.2105,1.0969,3.0657,6.1687,32.845,45.102,3.4916,0.90783,6.0498,2.3651
2014-01-24,1.1482,11.119,3.3537,1.2797,0.73062,1084.5,5.5857,2.3298,34.425,7.7628,62.606,20.11,,2.5227,6.4439,12163.0,102.42,0.60576,13.486,5.452,223.31,3.3188,1.4289,1.2098,1.1062,3.0745,6.131,32.868,45.459,3.4909,0.89545,6.0503,2.4113
2014-01-31,1.148,11.308,3.3475,1.2783,0.73986,1083.3,5.6611,2.2745,35.327,7.7664,62.658,20.346,,2.5546,6.5485,12182.0,102.2,0.60769,13.437,5.5208,231.77,3.3252,1.447,1.2342,1.1195,3.1435,6.297,32.997,45.398,3.5183,0.90411,6.0612,2.4289
2014-02-07,1.1182,11.101,3.3369,1.2688,0.7367,1075.2,5.6354,2.222,34.713,7.7744,62.419,20.262,,2.5437,6.5268,12161.0,102.25,0.61249,13.343,5.4975,227.5,3.3023,1.4408,1.2128,1.1069,3.0849,6.1971,32.866,44.999,3.5347,0.9015,6.0638,2.3865
2014-02-14,1.1072,10.929,3.2947,1.2613,0.72955,1060.1,5.5855,2.1859,35.08,7.7559,61.945,20.016,,2.519,6.4555,11825.0,101.76,0.59849,13.254,5.4439,225.47,3.2721,1.4269,1.1949,1.0956,3.0273,6.0954,32.316,44.577,3.5105,0.89159,6.0671,2.3956
2014-02-21,1.115,11.043,3.2945,1.2677,0.72955,1072.1,5.5946,2.1957,35.779,7.7559,62.127,19.966,,2.519,6.5626,11744.0,102.5,0.59957,13.303,5.4443,227.54,3.2992,1.4269,1.208,1.1165,3.0394,6.1042,32.54,44.57,3.5064,0.88969,6.0914,2.3767
2014-02-28,1.1159,10.684,3.277,1.266,0.72396,1066.6,5.5378,2.212,36.157,7.7586,61.758,19.796,,2.4997,6.4088,11612.0,101.81,0.59817,13.255,5.4025,224.75,3.2591,1.4159,1.1873,1.1118,3.0172,5.9907,32.627,44.649,3.4897,0.87982,6.1451,2.3253
2014-03-07,1.0951,10.636,3.2565,1.2633,0.71974,1062.2,5.5107,2.194,36.347,7.7602,61.061,19.673,,2.4851,6.3761,11387.0,102.94,0.5963,13.168,5.3714,223.12,3.2369,1.4077,1.1761,1.0984,3.0171,5.958,32.268,44.314,3.455,0.87743,6.1256,2.331
2014-03-14,1.1079,10.761,3.2801,1.2654,0.72025,1071.7,5.514,2.2357,36.683,7.7658,61.19,19.705,,2.4869,6.3869,11330.0,101.29,0.6026,13.292,5.3755,226.56,3.2496,1.4087,1.1719,1.1087,3.0555,5.9835,32.288,44.671,3.4661,0.87324,6.1499,2.366
2014-03-21,1.103,10.883,3.3085,1.2748,0.72569,1080.3,5.5606,2.2396,36.306,7.762,60.925,19.926,,2.5057,6.4253,11424.0,102.37,0.60646,13.258,5.417,226.84,3.2546,1.4193,1.1717,1.1201,3.0461,6.0737,32.36,45.272,3.4771,0.88403,6.2258,2.3322
2014-03-28,1.0819,10.6,3.2627,1.2606,0.7268,1068.5,5.5629,2.1904,35.733,7.7578,60.305,19.931,,2.5095,6.4912,11344.0,102.41,0.60121,13.077,5.426,224.5,3.2417,1.4215,1.1529,1.1038,3.0336,5.9928,32.5,44.752,3.5003,0.88567,6.2122,2.2691
2014-04-04,1.081,10.622,3.2802,1.2647,0.72993,1054.4,5.5755,2.138,35.376,7.7577,60.197,20.021,,2.5203,6.54,11322.0,103.89,0.60343,13.109,5.4491,223.85,3.2525,1.4276,1.1697,1.1022,3.0401,5.9945,32.553,44.948,3.485,0.89307,6.2123,2.2682
2014-04-11,1.0649,10.505,3.237,1.2501,0.72088,1040.8,5.4922,2.1259,35.731,7.7552,60.177,19.79,,2.489,6.5422,11440.0,101.42,0.59768,13.094,5.3822,221.28,3.2193,1.4099,1.1536,1.0969,3.0159,5.9548,32.306,44.435,3.4686,0.87666,6.2104,2.2107
2014-04-17,1.0698,10.53,3.2379,1.2498,0.72176,1038.8,5.5031,2.1329,35.916,7.7546,60.326,19.85,,2.4921,6.5746,11420.0,102.18,0.59495,13.063,5.389,222.11,3.2214,1.4116,1.1615,1.1009,3.0268,5.9779,32.184,44.344,3.4756,0.87874,6.2179,2.2403
2014-04-25,1.0761,10.66,3.2705,1.2572,0.72301,1040.9,5.505,2.1357,36.026,7.7536,60.695,19.854,,2.4964,6.5741,11575.0,101.98,0.59493,13.126,5.3966,223.84,3.2178,1.4141,1.1645,1.1018,3.0387,5.9898,32.26,44.611,3.4721,0.88164,6.2555,2.2295
2014-05-02,1.08,10.491,3.262,1.2534,0.7214,1030.3,5.4859,2.103,35.817,7.7521,60.234,19.798,,2.4908,6.5103,11508.0,102.48,0.59256,13.03,5.3846,221.52,3.1992,1.4109,1.1561,1.0965,3.0324,5.9411,32.356,44.478,3.4563,0.87931,6.2597,2.2287
2014-05-09,1.0677,10.361,3.2285,1.2492,0.72564,1025.6,5.5049,2.0798,35.213,7.752,60.025,19.877,,2.5055,6.5444,11495.0,101.69,0.59303,12.964,5.4162,220.58,3.2144,1.4192,1.1579,1.083,3.0348,5.9045,32.606,43.655,3.4539,0.88426,6.2275,2.2136
2014-05-16,1.0684,10.384,3.2264,1.2512,0.73014,1024.8,5.5445,2.0995,34.822,7.7519,58.916,20.037,,2.521,6.5802,11390.0,101.45,0.59492,12.948,5.4502,223.37,3.2387,1.428,1.1581,1.0877,3.0596,5.951,32.5,43.85,3.4607,0.8915,6.2339,2.2162
2014-05-23,1.0845,10.356,3.2101,1.2527,0.73368,1024.9,5.5751,2.0888,34.122,7.752,58.508,20.131,,2.5332,6.6471,11613.0,101.92,0.5938,12.894,5.4762,222.66,3.2359,1.4349,1.1707,1.0901,3.0544,5.9652,32.6,43.721,3.4861,0.89582,6.2377,2.2178
2014-05-30,1.0755,10.474,3.2164,1.2537,0.73492,1020.9,5.5751,2.0944,34.769,7.7526,59.089,20.189,,2.5375,6.6747,11705.0,101.68,0.59756,12.849,5.4853,222.54,3.2358,1.4373,1.1801,1.0836,3.0434,5.9841,32.847,43.831,3.4729,0.89689,6.2486,2.2279
2014-06-06,1.0712,10.667,3.2122,1.2524,0.73303,1020.4,5.557,2.0913,34.697,7.7525,59.183,20.13,,2.531,6.6467,11832.0,102.41,0.59434,12.857,5.4699,222.47,3.2203,1.4337,1.1735,1.0924,3.0166,5.9738,32.561,43.546,3.4626,0.8932,6.2506,2.2562
2014-06-13,1.065,10.772,3.2197,1.2503,0.73888,1019.4,5.5996,2.1244,34.432,7.7516,59.785,20.275,,2.5512,6.6671,11795.0,102.02,0.58955,13.008,5.5112,226.54,3.2475,1.4451,1.1552,1.0849,3.049,6.0038,32.406,43.876,3.4549,0.89981,6.2079,2.238
2014-06-20,1.0639,10.709,3.2235,1.2504,0.73594,1020.7,5.5748,2.1431,34.364,7.751,60.194,20.189,,2.5411,6.7331,11972.0,102.06,0.58691,13.011,5.4873,224.99,3.2347,1.4394,1.1498,1.0814,3.062,6.1392,32.453,43.763,3.4466,0.89557,6.2261,2.2322
2014-06-27,1.0617,10.601,3.2125,1.2493,0.73421,1014.0,5.5602,2.1251,33.698,7.7511,60.105,20.161,,2.5351,6.752,12018.0,101.39,0.58711,13.002,5.4751,226.57,3.2219,1.436,1.1411,1.0687,3.0486,6.1439,32.468,43.803,3.4294,0.89295,6.218,2.1957
2014-07-04,1.0693,10.748,3.186,1.2458,0.73594,1010.2,5.5851,2.1297,34.402,7.7502,59.735,20.197,,2.5411,6.8538,11843.0,102.05,0.58331,12.973,5.4876,228.35,3.2304,1.4394,1.1442,1.0635,3.0464,6.1904,32.388,43.486,3.4181,0.89491,6.205,2.2144
2014-07-11,1.0638,10.725,3.1864,1.2405,0.73556,1019.4,5.6017,2.1225,34.148,7.7499,59.999,20.184,,2.5398,6.7801,11590.0,101.32,0.58411,12.999,5.4841,228.14,3.2486,1.4386,1.134,1.0641,3.0472,6.1618,32.155,43.517,3.4305,0.8932,6.2047,2.2252
2014-07-18,1.0652,10.662,3.1817,1.2413,0.73937,1029.6,5.6311,2.1257,35.046,7.7516,60.34,20.283,,2.5529,6.8231,11621.0,101.35,0.58525,12.953,5.5135,229.24,3.2824,1.4461,1.1519,1.0745,3.0666,6.1793,32.135,43.469,3.4239,0.89789,6.2086,2.235
2014-07-25,1.0632,10.528,3.1737,1.2412,0.74405,1026.9,5.6793,2.0941,35.109,7.75,60.095,20.448,,2.569,6.82,11579.0,101.91,0.58865,12.958,5.5482,229.21,3.2718,1.4552,1.1702,1.0768,3.083,6.205,31.83,43.303,3.4229,0.90417,6.1958,2.2298
2014-08-01,1.0773,10.752,3.212,1.2483,0.74655,1037.1,5.7036,2.1497,35.808,7.7499,61.236,20.633,,2.5777,6.8835,11812.0,102.96,0.59433,13.253,5.566,234.78,3.313,1.4601,1.1796,1.0926,3.1271,6.3001,32.251,43.882,3.4272,0.90803,6.1795,2.2804
2014-08-08,1.077,10.707,3.2001,1.2512,0.74694,1031.7,5.7118,2.1601,36.285,7.751,61.19,20.784,,2.579,6.9047,11776.0,101.92,0.59509,13.242,5.5684,234.33,3.319,1.4609,1.1795,1.0916,3.1379,6.2444,32.135,43.977,3.4686,0.90656,6.1582,2.288
2014-08-15,1.0728,10.539,3.1545,1.2441,0.74694,1017.6,5.6954,2.16,35.961,7.7502,60.866,20.826,,2.579,6.8376,11684.0,102.58,0.59916,13.047,5.5689,233.71,3.3163,1.4609,1.1768,1.09,3.1226,6.1402,31.872,43.638,3.487,0.90484,6.1527,2.262
2014-08-22,1.0739,10.716,3.1643,1.2478,0.75375,1018.5,5.75,2.1833,36.217,7.7501,60.522,20.983,,2.6025,6.8992,11679.0,103.79,0.60323,13.111,5.6194,236.3,3.3246,1.4742,1.1884,1.0957,3.1554,6.1427,31.955,43.907,3.5229,0.91204,6.1524,2.2746
2014-08-29,1.0709,10.63,3.158,1.2478,0.75827,1014.6,5.7787,2.1615,36.959,7.7502,60.517,21.023,,2.6181,6.9501,11706.0,103.97,0.60305,13.092,5.6506,238.87,3.3413,1.483,1.1944,1.0854,3.1977,6.1772,31.954,43.663,3.5682,0.91454,6.1433,2.2445
2014-09-05,1.0678,10.738,3.1825,1.2552,0.77232,1025.4,5.8899,2.1681,36.943,7.7502,60.406,21.313,,2.6667,7.0909,11759.0,105.24,0.61365,13.145,5.7503,242.63,3.4001,1.5105,1.2058,1.0878,3.2385,6.2844,32.079,43.642,3.6071,0.93173,6.1411,2.2458
2014-09-12,1.1046,10.978,3.1945,1.2616,0.77334,1035.0,5.8965,2.2045,37.896,7.7504,60.782,21.344,,2.6702,7.1385,11835.0,107.28,0.61604,13.245,5.7565,243.51,3.4219,1.5125,1.2246,1.1059,3.2462,6.3727,32.195,44.0,3.6327,0.93489,6.1335,2.3067
2014-09-19,1.1143,11.03,3.2373,1.2659,0.77809,1042.6,5.9329,2.2261,38.463,7.7511,60.83,21.455,,2.6866,7.1312,11964.0,108.81,0.61197,13.207,5.7924,241.8,3.4251,1.5218,1.2281,1.0978,3.2584,6.3445,32.212,44.497,3.6446,0.93892,6.1409,2.3614
2014-09-26,1.1375,11.18,3.2609,1.2715,0.78542,1044.9,5.992,2.257,39.014,7.7578,61.25,21.626,,2.7119,7.2363,12052.0,109.12,0.61318,13.38,5.8461,244.67,3.458,1.5361,1.2653,1.1112,3.2835,6.4149,32.307,44.874,3.678,0.94808,6.1256,2.423
2014-10-03,1.1426,11.257,3.2658,1.2754,0.79264,1061.0,6.055,2.2792,39.776,7.76,61.817,21.781,,2.7368,7.2227,12198.0,108.96,0.62242,13.4,5.9005,245.06,3.4962,1.5503,1.2725,1.1183,3.3124,6.4826,32.521,44.871,3.6598,0.95823,6.1386,2.4922
2014-10-10,1.1482,11.128,3.2578,1.2743,0.79126,1075.0,6.0504,2.2817,40.43,7.7596,61.335,21.754,,2.7321,7.2405,12236.0,107.83,0.62367,13.464,5.8898,242.79,3.4862,1.5476,1.2792,1.1197,3.3103,6.5343,32.464,44.794,3.7265,0.9568,6.131,2.4197
2014-10-17,1.1383,11.077,3.2721,1.2732,0.77985,1062.3,5.9775,2.2473,40.795,7.7578,61.43,21.44,,2.6927,7.1381,12089.0,106.41,0.62037,13.502,5.8068,239.73,3.4465,1.5252,1.2587,1.1242,3.3002,6.5363,32.38,44.851,3.711,0.94159,6.1254,2.4558
2014-10-24,1.1372,10.971,3.278,1.2764,0.78995,1057.1,6.0613,2.2381,41.973,7.7578,61.185,21.878,,2.7275,7.2582,12075.0,107.94,0.62303,13.541,5.8813,243.82,3.494,1.545,1.2731,1.121,3.3364,6.5882,32.408,44.782,3.7843,0.95268,6.1163,2.4916
2014-10-31,1.1377,10.981,3.2905,1.2864,0.79847,1072.7,6.1195,2.2173,43.004,7.7551,61.365,22.173,,2.7569,7.3989,12113.0,111.93,0.6262,13.471,5.9441,246.14,3.5263,1.5616,1.2811,1.1274,3.3677,6.779,32.603,44.998,3.7963,0.96351,6.113,2.4524
2014-11-07,1.1634,11.3,3.346,1.2956,0.80691,1094.5,6.1817,2.2746,46.139,7.7533,61.636,22.355,,2.7861,7.4336,12196.0,115.3,0.63213,13.632,6.0023,250.01,3.5786,1.5781,1.2988,1.1432,3.4119,6.8559,32.877,45.036,3.8084,0.97152,6.1225,2.5811
2014-11-14,1.1528,11.197,3.3587,1.2993,0.80412,1103.3,6.1678,2.2439,47.305,7.7546,61.816,22.236,,2.7765,7.4281,12228.0,116.55,0.63879,13.625,5.9854,246.16,3.5602,1.5727,1.2728,1.1382,3.401,6.7972,32.86,45.039,3.817,0.96615,6.1298,2.6222
2014-11-21,1.1477,10.919,3.3379,1.2971,0.80502,1111.4,6.1764,2.2215,45.49,7.7562,61.655,22.267,,2.7796,7.43,12079.0,117.9,0.63766,13.614,5.9904,245.18,3.578,1.5745,1.2624,1.126,3.3849,6.7638,32.735,44.914,3.8481,0.96796,6.1273,2.5485
2014-11-28,1.1734,11.027,3.3918,1.3032,0.80109,1110.0,6.1512,2.2105,49.143,7.755,62.122,22.152,,2.766,7.4229,12245.0,118.31,0.63711,13.836,5.9608,245.78,3.5471,1.5668,1.272,1.1397,3.3517,6.9675,32.838,44.978,3.8927,0.96275,6.1422,2.5499
2014-12-05,1.1944,11.226,3.4712,1.318,0.80893,1114.5,6.2077,2.2375,53.656,7.7514,61.785,22.355,,2.7931,7.5222,12313.0,120.55,0.63752,14.155,6.0184,248.54,3.5853,1.5821,1.2885,1.1394,3.3674,7.1271,32.937,44.591,3.9593,0.97242,6.1523,2.575
